"Date","Price","Open","High","Low","Vol.","Change"
"Feb 09, 2017","972.50","975.60","977.35","970.70","-","-0.79%"
"Feb 08, 2017","980.20","977.29","980.34","973.33","-","0.53%"
"Feb 07, 2017","974.99","970.44","978.35","969.44","-","-0.23%"
"Feb 06, 2017","977.27","982.28","984.30","974.47","-","0.46%"
"Feb 03, 2017","972.80","972.37","979.20","969.30","-","0.39%"
"Feb 02, 2017","969.03","980.10","980.67","966.58","-","-1.05%"
"Feb 01, 2017","979.27","968.38","979.88","966.45","-","0.19%"
"Jan 31, 2017","977.42","980.66","985.36","977.42","-","-1.61%"
"Jan 30, 2017","993.46","993.35","993.88","988.63","-","-0.49%"
"Jan 27, 2017","998.34","999.03","1,000.58","995.22","-","0.39%"
"Jan 26, 2017","994.48","988.93","995.08","988.05","-","1.66%"
"Jan 25, 2017","978.25","982.29","983.25","975.01","-","1.04%"
"Jan 24, 2017","968.18","970.29","973.24","967.28","-","-0.67%"
"Jan 23, 2017","974.67","975.91","980.26","972.80","-","-1.20%"
"Jan 20, 2017","986.46","983.57","989.40","982.48","-","0.33%"
"Jan 19, 2017","983.17","984.31","987.22","978.55","-","0.97%"
"Jan 18, 2017","973.69","965.07","975.66","960.93","-","0.37%"
"Jan 17, 2017","970.07","978.19","980.29","969.94","-","-1.35%"
"Jan 16, 2017","983.38","990.24","991.88","981.44","-","-0.90%"
"Jan 13, 2017","992.33","985.74","992.75","985.12","-","0.64%"
"Jan 12, 2017","986.02","991.67","991.67","981.80","-","-0.94%"
"Jan 11, 2017","995.38","992.95","996.33","991.56","-","0.73%"
"Jan 10, 2017","988.21","994.20","998.57","987.69","-","-0.76%"
"Jan 06, 2017","995.82","988.03","996.78","987.75","-","-0.29%"
"Jan 05, 2017","998.67","1,000.07","1,000.89","995.44","-","0.14%"
"Jan 04, 2017","997.32","985.12","997.71","984.70","-","2.42%"
"Dec 30, 2016","973.72","967.49","975.62","967.23","-","-0.06%"
"Dec 29, 2016","974.32","981.36","981.77","971.20","-","-1.27%"
"Dec 28, 2016","986.90","988.97","989.39","985.53","-","-0.20%"
"Dec 27, 2016","988.92","987.39","994.45","986.92","-","-0.18%"
"Dec 26, 2016","990.67","992.80","993.72","990.13","-","-0.60%"
"Dec 22, 2016","996.62","995.24","996.62","990.96","-","-0.11%"
"Dec 21, 2016","997.74","1,003.98","1,007.05","995.48","-","-0.36%"
"Dec 20, 2016","1,001.36","997.54","1,002.04","996.19","-","0.15%"
"Dec 19, 2016","999.89","998.39","1,000.69","996.48","-","-0.14%"
"Dec 16, 2016","1,001.27","1,005.53","1,005.61","998.67","-","0.35%"
"Dec 15, 2016","997.79","999.85","1,006.35","994.69","-","0.21%"
"Dec 14, 2016","995.72","996.92","997.58","993.65","-","-0.02%"
"Dec 13, 2016","995.95","988.85","995.95","985.25","-","0.38%"
"Dec 12, 2016","992.18","998.52","1,002.44","985.33","-","0.30%"
"Dec 09, 2016","989.23","981.11","990.44","979.83","-","0.99%"
"Dec 08, 2016","979.57","974.09","979.57","971.82","-","1.63%"
"Dec 07, 2016","963.83","959.74","963.90","957.61","-","0.93%"
"Dec 06, 2016","954.92","957.17","958.88","952.18","-","0.76%"
"Dec 05, 2016","947.71","949.77","951.67","944.64","-","-0.79%"
"Dec 02, 2016","955.29","955.77","959.45","950.67","-","-0.20%"
"Dec 01, 2016","957.25","957.53","967.13","954.16","-","1.10%"
"Nov 30, 2016","946.79","949.22","949.84","943.97","-","-0.01%"
"Nov 29, 2016","946.91","942.12","948.34","942.12","-","-0.02%"
"Nov 28, 2016","947.10","938.98","948.15","938.31","-","0.35%"
"Nov 25, 2016","943.79","943.99","949.67","938.22","-","0.33%"
"Nov 24, 2016","940.73","940.77","942.97","939.43","-","1.08%"
"Nov 22, 2016","930.71","927.49","931.56","926.25","-","0.23%"
"Nov 21, 2016","928.54","922.16","929.63","920.70","-","1.19%"
"Nov 18, 2016","917.64","924.66","925.70","917.64","-","0.15%"
"Nov 17, 2016","916.29","910.34","916.29","909.83","-","0.06%"
"Nov 16, 2016","915.78","912.11","916.73","911.59","-","1.43%"
"Nov 15, 2016","902.84","900.65","903.86","896.86","-","0.48%"
"Nov 14, 2016","898.54","890.37","899.87","889.78","-","1.47%"
"Nov 11, 2016","885.53","885.70","896.66","882.39","-","0.77%"
"Nov 10, 2016","878.72","842.86","881.10","842.67","-","6.30%"
"Nov 09, 2016","826.63","874.23","880.61","817.63","-","-4.76%"
"Nov 08, 2016","867.92","870.19","871.60","865.74","-","0.20%"
"Nov 07, 2016","866.20","866.93","869.07","861.75","-","1.27%"
"Nov 04, 2016","855.31","861.78","862.81","849.94","-","-1.98%"
"Nov 02, 2016","872.61","877.73","878.82","868.83","-","-1.85%"
"Nov 01, 2016","889.03","888.34","890.75","883.53","-","0.02%"
"Oct 31, 2016","888.82","884.13","889.06","883.37","-","0.21%"
"Oct 28, 2016","886.92","885.32","887.27","883.52","-","0.81%"
"Oct 27, 2016","879.82","878.13","883.61","877.01","-","0.01%"
"Oct 26, 2016","879.75","875.05","879.76","873.06","-","0.39%"
"Oct 25, 2016","876.29","872.67","877.80","872.67","-","0.78%"
"Oct 24, 2016","869.55","869.89","870.55","865.88","-","0.01%"
"Oct 21, 2016","869.46","874.67","875.26","867.96","-","-0.44%"
"Oct 20, 2016","873.34","862.87","873.41","862.70","-","1.12%"
"Oct 19, 2016","863.66","863.64","865.26","861.79","-","-0.13%"
"Oct 18, 2016","864.77","861.98","864.77","858.85","-","0.07%"
"Oct 17, 2016","864.17","861.46","866.29","859.35","-","0.42%"
"Oct 14, 2016","860.57","856.45","861.35","853.87","-","0.51%"
"Oct 13, 2016","856.19","861.67","865.48","853.53","-","-0.13%"
"Oct 12, 2016","857.28","858.08","863.59","857.28","-","-1.14%"
"Oct 11, 2016","867.18","865.73","871.34","865.17","-","0.45%"
"Oct 07, 2016","863.26","865.04","866.02","859.69","-","-0.22%"
"Oct 06, 2016","865.20","865.54","869.97","864.59","-","0.56%"
"Oct 05, 2016","860.37","857.82","861.39","854.79","-","0.66%"
"Oct 04, 2016","854.70","850.38","855.32","849.52","-","0.79%"
"Oct 03, 2016","847.97","848.62","853.31","847.09","-","0.49%"
"Sep 30, 2016","843.84","844.53","847.85","839.52","-","-1.57%"
"Sep 29, 2016","857.28","855.83","860.74","853.66","-","1.03%"
"Sep 28, 2016","848.51","852.20","853.70","844.50","-","-1.61%"
"Sep 27, 2016","862.39","844.89","862.39","839.46","-","0.81%"
"Sep 26, 2016","855.46","862.78","862.78","853.81","-","-1.07%"
"Sep 23, 2016","864.72","864.72","866.64","861.32","-","-0.55%"
"Sep 21, 2016","869.49","846.11","869.98","840.01","-","2.91%"
"Sep 20, 2016","844.93","837.96","849.92","837.89","-","0.49%"
"Sep 16, 2016","840.84","836.85","842.54","834.78","-","0.68%"
"Sep 15, 2016","835.20","839.39","840.12","831.61","-","-1.21%"
"Sep 14, 2016","845.47","846.28","849.79","844.39","-","-0.69%"
"Sep 13, 2016","851.34","856.88","857.37","847.80","-","-0.18%"
"Sep 12, 2016","852.89","854.81","857.59","848.18","-","-1.64%"
"Sep 09, 2016","867.11","867.95","871.74","865.48","-","-0.14%"
"Sep 08, 2016","868.32","868.23","870.53","862.53","-","-0.35%"
"Sep 07, 2016","871.38","866.64","871.81","864.84","-","-0.41%"
"Sep 06, 2016","874.94","872.58","876.08","871.88","-","0.35%"
"Sep 05, 2016","871.92","882.55","882.55","871.14","-","0.15%"
"Sep 02, 2016","870.62","866.44","871.03","865.84","-","0.38%"
"Sep 01, 2016","867.31","862.43","868.42","860.77","-","0.69%"
"Aug 31, 2016","861.34","858.51","862.90","857.94","-","1.36%"
"Aug 30, 2016","849.76","847.81","852.44","846.84","-","0.02%"
"Aug 29, 2016","849.58","845.06","852.47","844.37","-","2.26%"
"Aug 26, 2016","830.82","838.14","838.58","830.82","-","-1.30%"
"Aug 25, 2016","841.74","842.60","844.20","839.32","-","-0.22%"
"Aug 24, 2016","843.57","843.00","846.80","841.53","-","0.76%"
"Aug 23, 2016","837.24","839.61","844.04","833.98","-","-0.52%"
"Aug 22, 2016","841.61","840.45","842.68","837.31","-","0.48%"
"Aug 19, 2016","837.57","836.36","840.09","833.14","-","0.62%"
"Aug 18, 2016","832.44","840.20","843.32","832.44","-","-1.65%"
"Aug 17, 2016","846.42","835.04","847.57","835.04","-","1.41%"
"Aug 16, 2016","834.63","847.41","848.61","834.63","-","-1.36%"
"Aug 15, 2016","846.15","846.30","850.17","845.51","-","-0.32%"
"Aug 12, 2016","848.84","850.60","852.00","845.92","-","0.43%"
"Aug 10, 2016","845.20","844.76","848.34","841.01","-","-0.37%"
"Aug 09, 2016","848.37","841.49","848.81","841.21","-","0.91%"
"Aug 08, 2016","840.73","831.18","840.73","830.49","-","2.45%"
"Aug 05, 2016","820.62","824.15","826.16","819.45","-","-0.11%"
"Aug 04, 2016","821.51","816.17","822.72","806.88","-","1.20%"
"Aug 03, 2016","811.76","817.77","819.86","809.70","-","-2.02%"
"Aug 02, 2016","828.47","835.07","837.34","828.47","-","-1.72%"
"Aug 01, 2016","842.94","832.19","845.63","826.33","-","0.32%"
"Jul 29, 2016","840.26","826.49","841.14","818.69","-","1.21%"
"Jul 28, 2016","830.21","836.63","837.76","828.26","-","-1.25%"
"Jul 27, 2016","840.76","836.42","846.94","834.91","-","1.15%"
"Jul 26, 2016","831.24","837.64","837.64","828.13","-","-1.48%"
"Jul 25, 2016","843.70","847.61","852.95","843.01","-","-0.35%"
"Jul 22, 2016","846.66","842.51","849.43","842.51","-","-0.87%"
"Jul 21, 2016","854.13","856.86","859.68","849.68","-","0.77%"
"Jul 20, 2016","847.63","846.21","848.07","841.26","-","-0.19%"
"Jul 19, 2016","849.23","848.17","849.43","839.52","-","0.76%"
"Jul 15, 2016","842.83","837.78","848.41","835.48","-","0.93%"
"Jul 14, 2016","835.06","828.67","835.87","827.91","-","0.81%"
"Jul 13, 2016","828.32","830.08","837.47","826.31","-","1.36%"
"Jul 12, 2016","817.23","809.42","824.90","808.77","-","2.65%"
"Jul 11, 2016","796.12","779.77","801.78","779.77","-","3.92%"
"Jul 08, 2016","766.07","777.25","780.71","766.07","-","-1.18%"
"Jul 07, 2016","775.21","777.15","783.19","773.15","-","-0.60%"
"Jul 06, 2016","779.90","783.33","783.48","769.93","-","-1.95%"
"Jul 05, 2016","795.40","796.10","797.42","790.88","-","-0.47%"
"Jul 04, 2016","799.13","789.37","800.43","788.85","-","0.84%"
"Jul 01, 2016","792.45","793.88","796.64","789.85","-","0.52%"
"Jun 30, 2016","788.36","799.70","801.50","788.36","-","-0.21%"
"Jun 29, 2016","789.99","785.32","793.21","779.72","-","2.18%"
"Jun 28, 2016","773.14","765.03","778.73","756.94","-","-0.32%"
"Jun 27, 2016","775.63","771.35","776.50","768.46","-","1.34%"
"Jun 24, 2016","765.34","833.05","834.27","756.85","-","-7.52%"
"Jun 23, 2016","827.59","817.58","829.09","816.33","-","1.28%"
"Jun 22, 2016","817.14","819.56","822.04","814.07","-","-0.63%"
"Jun 21, 2016","822.29","805.70","824.21","801.57","-","1.34%"
"Jun 20, 2016","811.44","805.50","815.21","805.29","-","2.31%"
"Jun 17, 2016","793.10","795.88","801.71","791.68","-","0.84%"
"Jun 16, 2016","786.47","805.30","807.37","784.04","-","-2.75%"
"Jun 15, 2016","808.69","802.23","813.48","800.07","-","0.48%"
"Jun 14, 2016","804.84","808.60","814.97","799.70","-","-0.88%"
"Jun 13, 2016","812.00","827.14","828.16","812.00","-","-3.59%"
"Jun 10, 2016","842.22","844.32","844.36","836.41","-","-0.49%"
"Jun 09, 2016","846.39","851.78","853.32","842.92","-","-1.14%"
"Jun 08, 2016","856.19","851.80","856.19","843.51","-","0.89%"
"Jun 07, 2016","848.66","846.99","849.98","841.20","-","0.61%"
"Jun 06, 2016","843.51","833.32","843.58","829.53","-","-0.38%"
"Jun 03, 2016","846.76","845.51","850.63","842.53","-","0.32%"
"Jun 02, 2016","844.04","856.91","857.10","842.50","-","-2.36%"
"Jun 01, 2016","864.48","870.27","873.82","861.75","-","-1.44%"
"May 31, 2016","877.12","864.64","877.75","862.79","-","1.10%"
"May 30, 2016","867.59","862.97","867.98","858.70","-","1.23%"
"May 27, 2016","857.01","855.99","858.79","853.74","-","0.51%"
"May 26, 2016","852.70","862.87","863.85","851.61","-","-0.12%"
"May 25, 2016","853.71","853.56","856.12","852.04","-","1.58%"
"May 24, 2016","840.43","845.69","845.69","839.08","-","-1.04%"
"May 23, 2016","849.28","848.41","849.73","836.33","-","-0.39%"
"May 20, 2016","852.57","846.91","854.12","844.55","-","0.29%"
"May 19, 2016","850.07","860.34","862.77","847.40","-","-0.23%"
"May 18, 2016","852.00","848.58","859.57","844.47","-","0.34%"
"May 17, 2016","849.15","847.77","849.79","843.40","-","0.94%"
"May 16, 2016","841.28","835.37","848.39","835.21","-","0.36%"
"May 13, 2016","838.23","856.13","856.13","837.71","-","-1.56%"
"May 12, 2016","851.52","841.05","852.42","836.46","-","0.21%"
"May 11, 2016","849.74","859.71","863.80","847.35","-","-0.08%"
"May 10, 2016","850.42","835.25","852.08","831.09","-","2.18%"
"May 09, 2016","832.31","833.20","837.53","830.25","-","0.59%"
"May 06, 2016","827.44","832.16","834.90","821.27","-","-0.21%"
"May 02, 2016","829.20","839.62","839.62","819.64","-","-2.88%"
"Apr 28, 2016","853.83","893.85","898.17","852.94","-","-3.49%"
"Apr 27, 2016","884.72","891.54","893.23","881.59","-","-0.86%"
"Apr 26, 2016","892.43","893.85","895.59","884.30","-","-0.76%"
"Apr 25, 2016","899.23","906.79","906.79","895.78","-","-0.39%"
"Apr 22, 2016","902.77","881.74","903.97","880.80","-","1.38%"
"Apr 21, 2016","890.45","883.81","891.21","880.45","-","2.29%"
"Apr 20, 2016","870.51","877.45","880.98","869.10","-","0.19%"
"Apr 19, 2016","868.86","854.89","871.43","854.41","-","3.55%"
"Apr 18, 2016","839.09","851.17","851.55","835.00","-","-3.40%"
"Apr 15, 2016","868.58","863.91","873.22","863.91","-","-0.84%"
"Apr 14, 2016","875.92","863.04","875.92","861.58","-","3.02%"
"Apr 13, 2016","850.27","838.44","852.05","837.21","-","2.80%"
"Apr 12, 2016","827.12","811.36","829.41","810.29","-","1.93%"
"Apr 11, 2016","811.45","813.24","813.57","800.61","-","-0.81%"
"Apr 08, 2016","818.06","797.35","828.06","793.82","-","1.26%"
"Apr 07, 2016","807.88","804.89","813.42","800.73","-","0.40%"
"Apr 06, 2016","804.66","804.56","809.67","798.60","-","-0.05%"
"Apr 05, 2016","805.10","821.88","823.17","803.76","-","-2.61%"
"Apr 04, 2016","826.67","822.26","833.95","819.50","-","0.02%"
"Apr 01, 2016","826.54","852.25","852.25","824.51","-","-3.43%"
"Mar 31, 2016","855.86","864.61","868.41","855.28","-","-0.51%"
"Mar 30, 2016","860.22","873.14","873.64","859.98","-","-1.92%"
"Mar 29, 2016","877.08","872.59","879.25","871.03","-","-0.50%"
"Mar 28, 2016","881.51","878.19","881.51","870.57","-","1.08%"
"Mar 25, 2016","872.13","862.67","873.72","859.73","-","1.20%"
"Mar 24, 2016","861.76","867.04","869.29","857.63","-","-0.93%"
"Mar 23, 2016","869.85","874.92","879.42","868.57","-","-0.48%"
"Mar 22, 2016","874.03","867.73","877.97","864.71","-","1.85%"
"Mar 18, 2016","858.16","865.02","868.25","851.38","-","-1.09%"
"Mar 17, 2016","867.58","874.05","882.80","860.40","-","-0.06%"
"Mar 16, 2016","868.10","870.00","876.30","867.58","-","-0.94%"
"Mar 15, 2016","876.31","881.17","883.79","872.56","-","-0.74%"
"Mar 14, 2016","882.82","880.51","885.80","878.68","-","1.45%"
"Mar 11, 2016","870.21","853.81","873.61","851.67","-","0.58%"
"Mar 10, 2016","865.19","861.64","867.10","854.88","-","1.39%"
"Mar 09, 2016","853.34","852.74","857.04","846.27","-","-1.01%"
"Mar 08, 2016","862.03","868.41","871.22","851.70","-","-0.99%"
"Mar 07, 2016","870.65","878.58","878.69","869.59","-","-1.16%"
"Mar 04, 2016","880.83","877.88","881.56","873.86","-","0.12%"
"Mar 03, 2016","879.76","864.79","880.94","863.72","-","1.82%"
"Mar 02, 2016","864.03","845.75","867.73","845.45","-","4.15%"
"Mar 01, 2016","829.57","826.27","831.98","819.61","-","0.20%"
"Feb 29, 2016","827.92","845.19","850.83","827.92","-","-0.90%"
"Feb 26, 2016","835.46","841.22","848.83","835.28","-","0.40%"
"Feb 25, 2016","832.15","821.99","836.17","820.59","-","1.67%"
"Feb 24, 2016","818.45","811.64","822.27","805.87","-","-0.66%"
"Feb 23, 2016","823.87","835.07","840.01","822.85","-","-0.65%"
"Feb 22, 2016","829.23","817.99","832.82","815.78","-","0.46%"
"Feb 19, 2016","825.43","831.41","831.41","819.52","-","-1.66%"
"Feb 18, 2016","839.35","835.89","847.55","834.52","-","2.31%"
"Feb 17, 2016","820.39","830.78","840.64","810.10","-","-1.40%"
"Feb 16, 2016","832.05","818.97","846.67","815.79","-","0.84%"
"Feb 15, 2016","825.09","775.38","832.98","775.12","-","8.47%"
"Feb 12, 2016","760.63","789.97","790.66","759.10","-","-5.50%"
"Feb 10, 2016","804.91","828.83","831.01","793.02","-","-2.92%"
"Feb 09, 2016","829.10","861.68","861.75","826.56","-","-5.67%"
"Feb 08, 2016","878.95","862.60","884.30","856.37","-","0.60%"
"Feb 05, 2016","873.71","872.17","875.24","863.48","-","-1.46%"
"Feb 04, 2016","886.63","886.41","896.21","880.42","-","-0.99%"
"Feb 03, 2016","895.50","912.34","913.03","890.58","-","-3.46%"
"Feb 02, 2016","927.60","927.15","933.29","923.58","-","-0.86%"
"Feb 01, 2016","935.67","924.82","936.36","924.39","-","2.26%"
"Jan 29, 2016","914.98","895.31","919.78","873.16","-","2.86%"
"Jan 28, 2016","889.54","891.85","899.67","886.45","-","-0.75%"
"Jan 27, 2016","896.25","884.43","899.48","883.88","-","3.05%"
"Jan 26, 2016","869.73","877.94","877.94","867.72","-","-2.46%"
"Jan 25, 2016","891.68","893.31","895.20","882.55","-","1.15%"
"Jan 22, 2016","881.50","851.63","883.01","851.33","-","5.61%"
"Jan 21, 2016","834.70","859.81","872.13","834.70","-","-2.73%"
"Jan 20, 2016","858.15","887.50","887.74","856.93","-","-3.75%"
"Jan 19, 2016","891.54","885.43","894.01","879.69","-","0.22%"
"Jan 18, 2016","889.60","882.24","893.26","874.12","-","-1.01%"
"Jan 15, 2016","898.66","916.01","919.93","893.25","-","-0.43%"
"Jan 14, 2016","902.52","908.95","909.18","886.97","-","-2.55%"
"Jan 13, 2016","926.11","914.26","927.02","912.76","-","2.84%"
"Jan 12, 2016","900.53","918.53","921.08","900.53","-","-3.07%"
"Jan 08, 2016","929.03","925.75","946.90","923.40","-","-0.66%"
"Jan 07, 2016","935.16","954.10","956.31","934.01","-","-2.29%"
"Jan 06, 2016","957.12","972.21","975.70","950.52","-","-1.19%"
"Jan 05, 2016","968.67","970.02","976.65","965.50","-","-0.43%"
"Jan 04, 2016","972.87","986.40","995.94","970.32","-","-2.39%"
"Dec 30, 2015","996.71","999.89","1,002.78","996.71","-","0.23%"
"Dec 29, 2015","994.47","985.75","995.96","982.13","-","0.80%"
"Dec 28, 2015","986.56","983.04","989.21","980.82","-","0.76%"
"Dec 25, 2015","979.08","984.11","985.59","977.46","-","-0.50%"
"Dec 24, 2015","984.01","996.57","997.13","983.72","-","-0.37%"
"Dec 22, 2015","987.66","988.44","990.76","982.41","-","0.15%"
"Dec 21, 2015","986.16","981.37","991.12","973.98","-","-0.31%"
"Dec 18, 2015","989.26","1,006.77","1,031.39","989.26","-","-1.91%"
"Dec 17, 2015","1,008.48","1,011.15","1,018.11","1,006.72","-","1.43%"
"Dec 16, 2015","994.26","981.62","996.84","981.32","-","3.02%"
"Dec 15, 2015","965.12","981.47","983.07","965.12","-","-1.78%"
"Dec 14, 2015","982.61","980.25","983.54","967.99","-","-1.60%"
"Dec 11, 2015","998.60","989.32","1,000.86","989.06","-","0.59%"
"Dec 10, 2015","992.79","991.23","997.57","989.90","-","-0.86%"
"Dec 09, 2015","1,001.42","1,003.19","1,009.01","1,000.00","-","-0.80%"
"Dec 08, 2015","1,009.53","1,021.16","1,024.66","1,008.89","-","-1.11%"
"Dec 07, 2015","1,020.81","1,023.25","1,027.25","1,020.33","-","0.55%"
"Dec 04, 2015","1,015.19","1,016.58","1,018.47","1,011.44","-","-1.80%"
"Dec 03, 2015","1,033.78","1,031.00","1,035.33","1,029.32","-","0.15%"
"Dec 02, 2015","1,032.26","1,032.09","1,036.03","1,031.85","-","0.03%"
"Dec 01, 2015","1,031.97","1,020.43","1,031.97","1,019.81","-","1.51%"
"Nov 30, 2015","1,016.61","1,027.38","1,027.56","1,016.61","-","-1.16%"
"Nov 27, 2015","1,028.50","1,035.55","1,035.55","1,026.96","-","-0.49%"
"Nov 26, 2015","1,033.54","1,032.08","1,037.10","1,031.99","-","0.54%"
"Nov 25, 2015","1,028.03","1,031.94","1,031.98","1,024.78","-","-0.76%"
"Nov 24, 2015","1,035.93","1,034.73","1,037.71","1,031.41","-","-0.06%"
"Nov 20, 2015","1,036.60","1,032.21","1,036.60","1,028.00","-","-0.02%"
"Nov 19, 2015","1,036.77","1,038.97","1,044.35","1,033.21","-","0.76%"
"Nov 18, 2015","1,028.96","1,033.39","1,037.34","1,028.52","-","0.04%"
"Nov 17, 2015","1,028.58","1,032.49","1,034.12","1,028.58","-","0.92%"
"Nov 16, 2015","1,019.18","1,012.02","1,023.58","1,009.76","-","-1.03%"
"Nov 13, 2015","1,029.74","1,024.17","1,030.12","1,018.88","-","-0.60%"
"Nov 12, 2015","1,036.00","1,034.84","1,038.81","1,032.32","-","-0.25%"
"Nov 11, 2015","1,038.59","1,032.25","1,041.49","1,032.25","-","0.21%"
"Nov 10, 2015","1,036.39","1,026.71","1,036.70","1,026.30","-","0.04%"
"Nov 09, 2015","1,036.02","1,024.36","1,038.38","1,023.23","-","1.97%"
"Nov 06, 2015","1,016.05","1,016.09","1,017.60","1,011.14","-","0.45%"
"Nov 05, 2015","1,011.46","1,007.87","1,015.15","1,005.62","-","0.89%"
"Nov 04, 2015","1,002.56","1,004.64","1,013.91","1,002.56","-","1.16%"
"Nov 02, 2015","991.06","997.08","997.14","988.09","-","-1.94%"
"Oct 30, 2015","1,010.65","1,003.42","1,019.11","997.41","-","0.72%"
"Oct 29, 2015","1,003.40","1,013.05","1,013.90","996.87","-","-0.19%"
"Oct 28, 2015","1,005.33","1,001.54","1,006.91","1,000.46","-","0.45%"
"Oct 27, 2015","1,000.81","1,011.84","1,012.64","1,000.19","-","-1.14%"
"Oct 26, 2015","1,012.37","1,018.53","1,022.12","1,012.08","-","0.76%"
"Oct 23, 2015","1,004.77","1,001.59","1,008.74","1,001.26","-","2.14%"
"Oct 22, 2015","983.72","983.36","991.91","981.42","-","-0.55%"
"Oct 21, 2015","989.18","969.06","991.03","969.02","-","1.97%"
"Oct 20, 2015","970.03","970.62","972.18","966.25","-","0.61%"
"Oct 19, 2015","964.17","974.19","974.19","960.49","-","-1.01%"
"Oct 16, 2015","973.99","971.19","978.71","968.17","-","1.37%"
"Oct 15, 2015","960.78","944.73","962.95","942.53","-","1.26%"
"Oct 14, 2015","948.82","961.44","962.69","945.94","-","-2.32%"
"Oct 13, 2015","971.31","977.83","979.07","968.58","-","-1.28%"
"Oct 09, 2015","983.88","970.51","983.88","969.33","-","2.38%"
"Oct 08, 2015","961.00","965.89","973.51","959.63","-","-0.55%"
"Oct 07, 2015","966.34","953.31","969.09","951.93","-","1.53%"
"Oct 06, 2015","951.78","958.55","962.32","949.12","-","0.97%"
"Oct 05, 2015","942.63","941.97","947.65","937.64","-","1.20%"
"Oct 02, 2015","931.46","921.28","932.28","917.52","-","0.19%"
"Oct 01, 2015","929.65","914.07","935.58","909.28","-","2.53%"
"Sep 30, 2015","906.72","897.76","912.50","897.20","-","2.61%"
"Sep 29, 2015","883.68","910.16","910.37","881.08","-","-4.65%"
"Sep 28, 2015","926.77","934.72","940.61","921.68","-","-1.65%"
"Sep 25, 2015","942.35","926.83","942.86","921.93","-","1.91%"
"Sep 24, 2015","924.65","936.38","939.74","924.65","-","-2.51%"
"Sep 18, 2015","948.48","961.25","961.66","947.20","-","-2.12%"
"Sep 17, 2015","968.99","966.15","971.53","960.62","-","1.36%"
"Sep 16, 2015","955.96","958.41","964.04","952.41","-","1.07%"
"Sep 15, 2015","945.83","950.49","965.04","944.56","-","0.01%"
"Sep 14, 2015","945.70","964.63","965.12","944.67","-","-1.64%"
"Sep 11, 2015","961.50","955.71","967.09","954.17","-","-0.31%"
"Sep 10, 2015","964.48","968.11","968.41","949.19","-","-2.33%"
"Sep 09, 2015","987.46","943.24","987.46","943.11","-","6.77%"
"Sep 08, 2015","924.84","944.11","946.09","924.13","-","-1.85%"
"Sep 07, 2015","942.31","931.91","948.09","922.04","-","0.18%"
"Sep 04, 2015","940.63","968.65","968.65","930.51","-","-2.19%"
"Sep 03, 2015","961.73","969.44","976.76","961.73","-","0.70%"
"Sep 02, 2015","955.05","944.44","974.51","942.10","-","-0.73%"
"Sep 01, 2015","962.03","992.89","994.63","962.03","-","-3.76%"
"Aug 31, 2015","999.61","1,002.77","1,004.78","991.98","-","-1.06%"
"Aug 28, 2015","1,010.29","996.47","1,013.93","996.01","-","3.37%"
"Aug 27, 2015","977.37","980.83","993.20","975.67","-","1.46%"
"Aug 26, 2015","963.30","943.25","968.12","932.56","-","3.32%"
"Aug 25, 2015","932.39","944.20","985.78","919.87","-","-3.25%"
"Aug 24, 2015","963.75","1,004.54","1,006.25","963.43","-","-5.95%"
"Aug 21, 2015","1,024.68","1,038.58","1,039.82","1,024.46","-","-3.05%"
"Aug 20, 2015","1,056.97","1,070.21","1,070.50","1,056.97","-","-1.57%"
"Aug 19, 2015","1,073.78","1,083.80","1,089.25","1,073.78","-","-1.30%"
"Aug 18, 2015","1,087.91","1,088.15","1,091.83","1,086.16","-","0.07%"
"Aug 17, 2015","1,087.19","1,087.87","1,092.92","1,083.47","-","0.31%"
"Aug 14, 2015","1,083.81","1,085.12","1,089.06","1,082.09","-","-0.32%"
"Aug 13, 2015","1,087.25","1,081.96","1,088.69","1,077.14","-","-0.07%"
"Aug 12, 2015","1,088.00","1,099.18","1,101.73","1,080.99","-","-1.30%"
"Aug 11, 2015","1,102.36","1,111.37","1,113.68","1,096.23","-","-0.17%"
"Aug 10, 2015","1,104.24","1,094.48","1,104.24","1,091.93","-","0.56%"
"Aug 07, 2015","1,098.12","1,090.44","1,098.86","1,087.25","-","0.58%"
"Aug 06, 2015","1,091.80","1,096.67","1,102.16","1,091.80","-","0.55%"
"Aug 05, 2015","1,085.85","1,081.16","1,092.69","1,079.55","-","0.23%"
"Aug 04, 2015","1,083.37","1,081.68","1,086.37","1,078.99","-","-0.19%"
"Aug 03, 2015","1,085.40","1,087.71","1,087.82","1,077.11","-","-0.14%"
"Jul 31, 2015","1,086.94","1,082.64","1,086.94","1,080.77","-","0.66%"
"Jul 30, 2015","1,079.76","1,078.65","1,085.09","1,077.88","-","1.01%"
"Jul 29, 2015","1,068.94","1,072.78","1,073.15","1,064.12","-","0.21%"
"Jul 28, 2015","1,066.69","1,064.33","1,073.69","1,056.97","-","-0.82%"
"Jul 27, 2015","1,075.51","1,076.38","1,081.39","1,070.48","-","-0.86%"
"Jul 24, 2015","1,084.82","1,087.27","1,088.71","1,083.14","-","-0.57%"
"Jul 23, 2015","1,091.07","1,089.71","1,092.27","1,087.35","-","0.54%"
"Jul 22, 2015","1,085.23","1,089.92","1,090.42","1,084.58","-","-1.25%"
"Jul 21, 2015","1,098.98","1,099.83","1,099.83","1,093.81","-","0.48%"
