"Date","Price","Open","High","Low","Vol.","Change"
"Jun 20, 2018","1,097.61","1,092.80","1,099.04","1,083.09","-","0.50%"
"Jun 19, 2018","1,092.12","1,103.94","1,107.11","1,092.12","-","-1.44%"
"Jun 18, 2018","1,108.11","1,114.82","1,114.82","1,103.87","-","-0.94%"
"Jun 15, 2018","1,118.68","1,119.22","1,119.48","1,114.80","-","0.47%"
"Jun 14, 2018","1,113.41","1,118.76","1,120.39","1,113.41","-","-1.04%"
"Jun 13, 2018","1,125.16","1,122.31","1,126.73","1,122.20","-","0.45%"
"Jun 12, 2018","1,120.08","1,126.40","1,128.00","1,117.41","-","0.28%"
"Jun 11, 2018","1,116.92","1,113.52","1,119.55","1,111.73","-","0.26%"
"Jun 08, 2018","1,113.98","1,116.40","1,122.71","1,113.98","-","-0.59%"
"Jun 07, 2018","1,120.55","1,118.23","1,122.18","1,117.68","-","0.74%"
"Jun 06, 2018","1,112.29","1,110.82","1,113.88","1,108.63","-","0.28%"
"Jun 05, 2018","1,109.14","1,111.81","1,114.31","1,107.00","-","0.06%"
"Jun 04, 2018","1,108.47","1,102.79","1,111.00","1,102.44","-","1.39%"
"Jun 01, 2018","1,093.32","1,087.92","1,098.60","1,087.38","-","0.18%"
"May 31, 2018","1,091.35","1,090.53","1,093.60","1,087.01","-","0.65%"
"May 30, 2018","1,084.29","1,084.95","1,086.12","1,080.71","-","-1.46%"
"May 29, 2018","1,100.36","1,102.36","1,103.70","1,096.52","-","-0.40%"
"May 28, 2018","1,104.79","1,105.67","1,108.41","1,101.72","-","-0.09%"
"May 25, 2018","1,105.79","1,103.73","1,107.56","1,102.25","-","-0.23%"
"May 24, 2018","1,108.35","1,118.18","1,118.18","1,105.87","-","-1.33%"
"May 23, 2018","1,123.28","1,128.77","1,132.13","1,120.13","-","-0.84%"
"May 22, 2018","1,132.74","1,133.28","1,134.24","1,130.52","-","-0.18%"
"May 21, 2018","1,134.77","1,136.44","1,138.96","1,134.48","-","-0.16%"
"May 18, 2018","1,136.62","1,135.61","1,137.11","1,132.46","-","0.37%"
"May 17, 2018","1,132.43","1,131.16","1,134.83","1,130.24","-","0.50%"
"May 16, 2018","1,126.79","1,127.23","1,130.45","1,126.18","-","-0.29%"
"May 15, 2018","1,130.08","1,133.18","1,134.64","1,129.53","-","-0.09%"
"May 14, 2018","1,131.12","1,122.44","1,132.06","1,120.75","-","0.75%"
"May 11, 2018","1,122.68","1,115.21","1,123.30","1,115.21","-","0.99%"
"May 10, 2018","1,111.63","1,112.62","1,114.29","1,108.54","-","0.30%"
"May 09, 2018","1,108.28","1,109.92","1,109.96","1,104.99","-","-0.34%"
"May 08, 2018","1,112.08","1,108.59","1,114.61","1,108.12","-","0.34%"
"May 07, 2018","1,108.31","1,109.08","1,109.21","1,102.82","-","0.07%"
"May 02, 2018","1,107.49","1,111.42","1,111.42","1,105.80","-","-0.33%"
"May 01, 2018","1,111.20","1,111.37","1,111.65","1,107.43","-","-0.15%"
"Apr 27, 2018","1,112.84","1,114.98","1,115.82","1,109.42","-","0.23%"
"Apr 26, 2018","1,110.33","1,111.34","1,113.61","1,108.88","-","0.18%"
"Apr 25, 2018","1,108.37","1,103.41","1,109.12","1,100.95","-","-0.16%"
"Apr 24, 2018","1,110.11","1,105.62","1,110.53","1,101.05","-","1.20%"
"Apr 23, 2018","1,096.96","1,097.11","1,100.80","1,096.24","-","0.13%"
"Apr 20, 2018","1,095.52","1,094.58","1,099.20","1,091.84","-","0.04%"
"Apr 19, 2018","1,095.12","1,098.41","1,103.29","1,094.43","-","0.11%"
"Apr 18, 2018","1,093.97","1,085.23","1,095.22","1,085.15","-","0.93%"
"Apr 17, 2018","1,083.91","1,086.12","1,088.36","1,082.00","-","-0.40%"
"Apr 16, 2018","1,088.25","1,086.42","1,089.67","1,084.20","-","0.22%"
"Apr 13, 2018","1,085.84","1,084.82","1,090.61","1,083.66","-","0.65%"
"Apr 12, 2018","1,078.86","1,081.77","1,082.47","1,077.09","-","-0.41%"
"Apr 11, 2018","1,083.34","1,086.18","1,088.97","1,083.34","-","-0.08%"
"Apr 10, 2018","1,084.19","1,076.06","1,091.20","1,073.76","-","0.46%"
"Apr 09, 2018","1,079.24","1,072.57","1,082.52","1,072.57","-","0.48%"
"Apr 06, 2018","1,074.12","1,077.14","1,082.19","1,074.12","-","-0.40%"
"Apr 05, 2018","1,078.39","1,074.61","1,083.61","1,070.36","-","1.15%"
"Apr 04, 2018","1,066.18","1,070.46","1,070.46","1,062.49","-","-0.06%"
"Apr 03, 2018","1,066.79","1,058.77","1,068.87","1,056.49","-","-0.33%"
"Apr 02, 2018","1,070.32","1,075.04","1,080.00","1,070.32","-","-0.40%"
"Mar 30, 2018","1,074.58","1,075.83","1,077.35","1,069.55","-","0.65%"
"Mar 29, 2018","1,067.65","1,076.17","1,076.17","1,058.59","-","-0.04%"
"Mar 28, 2018","1,068.07","1,057.15","1,068.12","1,052.38","-","-1.01%"
"Mar 27, 2018","1,078.92","1,059.86","1,078.92","1,059.03","-","2.69%"
"Mar 26, 2018","1,050.69","1,037.44","1,050.69","1,034.42","-","0.38%"
"Mar 23, 2018","1,046.72","1,064.29","1,064.36","1,044.23","-","-3.47%"
"Mar 22, 2018","1,084.33","1,074.40","1,084.73","1,074.40","-","0.58%"
"Mar 20, 2018","1,078.05","1,073.77","1,078.16","1,069.08","-","-0.19%"
"Mar 19, 2018","1,080.12","1,086.17","1,089.73","1,076.78","-","-0.86%"
"Mar 16, 2018","1,089.54","1,096.12","1,096.12","1,088.14","-","-0.49%"
"Mar 15, 2018","1,094.91","1,089.93","1,095.91","1,086.15","-","0.01%"
"Mar 14, 2018","1,094.83","1,091.92","1,097.00","1,091.52","-","-0.45%"
"Mar 13, 2018","1,099.76","1,091.51","1,099.76","1,088.25","-","0.48%"
"Mar 12, 2018","1,094.55","1,093.10","1,097.76","1,089.42","-","1.63%"
"Mar 09, 2018","1,077.04","1,084.67","1,093.99","1,072.22","-","0.31%"
"Mar 08, 2018","1,073.74","1,079.04","1,079.51","1,070.74","-","0.40%"
"Mar 07, 2018","1,069.41","1,071.39","1,081.93","1,069.09","-","-0.85%"
"Mar 06, 2018","1,078.54","1,084.05","1,088.06","1,077.65","-","1.04%"
"Mar 05, 2018","1,067.41","1,066.56","1,072.49","1,062.57","-","-0.72%"
"Mar 02, 2018","1,075.12","1,077.41","1,079.23","1,069.43","-","-1.82%"
"Mar 01, 2018","1,095.08","1,101.90","1,101.90","1,091.77","-","-1.59%"
"Feb 28, 2018","1,112.72","1,126.32","1,128.68","1,112.72","-","-1.52%"
"Feb 27, 2018","1,129.92","1,128.72","1,133.63","1,126.66","-","1.03%"
"Feb 26, 2018","1,118.37","1,116.89","1,121.04","1,115.07","-","0.90%"
"Feb 23, 2018","1,108.35","1,101.23","1,108.56","1,099.30","-","0.85%"
"Feb 22, 2018","1,099.02","1,100.94","1,100.98","1,094.09","-","-0.81%"
"Feb 21, 2018","1,107.97","1,111.99","1,114.34","1,102.51","-","-0.24%"
"Feb 20, 2018","1,110.61","1,115.07","1,115.57","1,104.66","-","-0.92%"
"Feb 19, 2018","1,120.97","1,107.53","1,120.97","1,106.33","-","2.02%"
"Feb 16, 2018","1,098.76","1,095.31","1,106.15","1,092.98","-","0.81%"
"Feb 15, 2018","1,089.88","1,089.94","1,095.98","1,085.54","-","1.05%"
"Feb 14, 2018","1,078.58","1,089.21","1,092.89","1,071.97","-","-0.74%"
"Feb 13, 2018","1,086.63","1,106.72","1,106.96","1,084.71","-","-0.93%"
"Feb 09, 2018","1,096.79","1,097.70","1,097.70","1,081.29","-","-1.95%"
"Feb 08, 2018","1,118.64","1,114.34","1,122.47","1,109.65","-","0.93%"
"Feb 07, 2018","1,108.30","1,122.82","1,141.60","1,107.91","-","0.56%"
"Feb 06, 2018","1,102.16","1,125.88","1,126.61","1,079.03","-","-3.97%"
"Feb 05, 2018","1,147.69","1,154.79","1,157.54","1,145.96","-","-1.91%"
"Feb 02, 2018","1,169.98","1,171.98","1,173.06","1,160.22","-","-0.42%"
"Feb 01, 2018","1,174.86","1,162.79","1,175.26","1,160.64","-","1.90%"
"Jan 31, 2018","1,153.00","1,161.02","1,167.83","1,153.00","-","-1.25%"
"Jan 30, 2018","1,167.54","1,181.03","1,181.06","1,164.24","-","-1.19%"
"Jan 29, 2018","1,181.63","1,181.77","1,187.22","1,179.96","-","-0.02%"
"Jan 26, 2018","1,181.91","1,189.48","1,191.44","1,181.50","-","-0.46%"
"Jan 25, 2018","1,187.41","1,187.58","1,192.92","1,185.06","-","-0.87%"
"Jan 24, 2018","1,197.85","1,200.44","1,203.45","1,195.86","-","-0.64%"
"Jan 23, 2018","1,205.58","1,198.08","1,206.09","1,196.75","-","0.99%"
"Jan 22, 2018","1,193.77","1,192.58","1,193.91","1,189.09","-","0.12%"
"Jan 19, 2018","1,192.29","1,189.71","1,192.46","1,187.39","-","0.68%"
"Jan 18, 2018","1,184.29","1,201.65","1,201.65","1,182.46","-","-0.67%"
"Jan 17, 2018","1,192.31","1,187.34","1,193.02","1,186.37","-","-0.13%"
"Jan 16, 2018","1,193.83","1,185.62","1,193.83","1,185.06","-","0.69%"
"Jan 15, 2018","1,185.66","1,188.81","1,191.28","1,184.92","-","0.49%"
"Jan 12, 2018","1,179.87","1,185.60","1,185.68","1,177.46","-","-0.63%"
"Jan 11, 2018","1,187.30","1,184.35","1,187.30","1,180.95","-","-0.23%"
"Jan 10, 2018","1,190.01","1,186.45","1,191.40","1,186.45","-","0.33%"
"Jan 09, 2018","1,186.06","1,191.14","1,191.14","1,182.20","-","0.48%"
"Jan 05, 2018","1,180.41","1,174.27","1,180.69","1,173.80","-","1.02%"
"Jan 04, 2018","1,168.46","1,152.88","1,168.46","1,152.88","-","2.78%"
"Dec 29, 2017","1,136.87","1,140.46","1,142.31","1,136.39","-","-0.12%"
"Dec 28, 2017","1,138.21","1,144.63","1,145.74","1,136.16","-","-0.63%"
"Dec 27, 2017","1,145.42","1,144.44","1,146.96","1,143.74","-","-0.01%"
"Dec 26, 2017","1,145.58","1,148.44","1,149.27","1,144.95","-","-0.33%"
"Dec 25, 2017","1,149.35","1,148.32","1,149.61","1,145.97","-","0.14%"
"Dec 22, 2017","1,147.80","1,144.54","1,148.50","1,143.80","-","0.41%"
"Dec 21, 2017","1,143.15","1,143.52","1,144.75","1,138.17","-","-0.02%"
"Dec 20, 2017","1,143.39","1,139.90","1,143.73","1,139.27","-","0.39%"
"Dec 19, 2017","1,138.97","1,142.46","1,143.37","1,138.73","-","-0.02%"
"Dec 18, 2017","1,139.15","1,130.93","1,139.44","1,130.14","-","1.61%"
"Dec 15, 2017","1,121.07","1,128.26","1,128.78","1,117.93","-","-1.11%"
"Dec 14, 2017","1,133.61","1,136.14","1,137.75","1,130.18","-","-0.45%"
"Dec 13, 2017","1,138.70","1,141.69","1,142.70","1,135.24","-","-0.11%"
"Dec 12, 2017","1,139.93","1,139.33","1,143.52","1,137.30","-","0.13%"
"Dec 11, 2017","1,138.49","1,135.92","1,138.49","1,130.65","-","0.55%"
"Dec 08, 2017","1,132.25","1,119.34","1,132.41","1,119.34","-","1.00%"
"Dec 07, 2017","1,121.06","1,116.01","1,121.86","1,116.01","-","1.03%"
"Dec 06, 2017","1,109.65","1,121.89","1,122.91","1,106.53","-","-1.39%"
"Dec 05, 2017","1,125.25","1,119.83","1,127.73","1,117.81","-","0.14%"
"Dec 04, 2017","1,123.71","1,132.06","1,132.76","1,122.80","-","-0.51%"
"Dec 01, 2017","1,129.51","1,134.52","1,137.00","1,123.34","-","0.32%"
"Nov 30, 2017","1,125.96","1,125.35","1,129.39","1,119.66","-","0.16%"
"Nov 29, 2017","1,124.15","1,123.81","1,125.83","1,121.82","-","0.75%"
"Nov 28, 2017","1,115.77","1,118.49","1,121.85","1,112.73","-","-0.33%"
"Nov 27, 2017","1,119.47","1,126.95","1,126.95","1,117.80","-","-0.17%"
"Nov 24, 2017","1,121.42","1,113.40","1,122.22","1,112.11","-","0.29%"
"Nov 22, 2017","1,118.19","1,121.29","1,124.02","1,117.54","-","0.38%"
"Nov 21, 2017","1,113.98","1,115.29","1,120.37","1,113.94","-","0.64%"
"Nov 20, 2017","1,106.95","1,107.63","1,112.02","1,104.67","-","-0.46%"
"Nov 17, 2017","1,112.12","1,121.45","1,125.30","1,109.14","-","0.00%"
"Nov 16, 2017","1,112.11","1,099.54","1,116.68","1,099.54","-","0.87%"
"Nov 15, 2017","1,102.56","1,116.96","1,116.96","1,100.60","-","-1.88%"
"Nov 14, 2017","1,123.70","1,123.91","1,128.60","1,120.70","-","-0.16%"
"Nov 13, 2017","1,125.45","1,134.69","1,135.40","1,125.45","-","-1.02%"
"Nov 10, 2017","1,137.08","1,131.66","1,139.45","1,129.44","-","-0.68%"
"Nov 09, 2017","1,144.92","1,152.05","1,165.54","1,130.84","-","-0.37%"
"Nov 08, 2017","1,149.18","1,144.28","1,149.20","1,140.63","-","0.25%"
"Nov 07, 2017","1,146.27","1,131.45","1,146.42","1,130.93","-","1.31%"
"Nov 06, 2017","1,131.49","1,134.85","1,135.76","1,125.20","-","-0.04%"
"Nov 02, 2017","1,131.99","1,131.90","1,132.08","1,125.72","-","0.50%"
"Nov 01, 2017","1,126.41","1,117.93","1,128.14","1,117.93","-","1.28%"
"Oct 31, 2017","1,112.18","1,112.23","1,113.98","1,108.21","-","-0.52%"
"Oct 30, 2017","1,118.02","1,117.53","1,120.01","1,112.46","-","0.01%"
"Oct 27, 2017","1,117.96","1,113.72","1,118.47","1,109.63","-","0.97%"
"Oct 26, 2017","1,107.26","1,104.44","1,108.39","1,104.09","-","0.16%"
"Oct 25, 2017","1,105.54","1,112.83","1,113.97","1,102.46","-","-0.19%"
"Oct 24, 2017","1,107.63","1,100.04","1,107.63","1,098.95","-","0.66%"
"Oct 23, 2017","1,100.40","1,102.77","1,102.85","1,098.04","-","0.80%"
"Oct 20, 2017","1,091.65","1,088.23","1,093.02","1,087.71","-","-0.06%"
"Oct 19, 2017","1,092.33","1,093.03","1,094.46","1,089.41","-","0.44%"
"Oct 18, 2017","1,087.50","1,086.72","1,088.71","1,084.53","-","0.24%"
"Oct 17, 2017","1,084.92","1,087.85","1,089.62","1,081.09","-","0.31%"
"Oct 16, 2017","1,081.54","1,076.96","1,085.64","1,076.15","-","0.77%"
"Oct 13, 2017","1,073.23","1,066.58","1,076.78","1,064.91","-","0.51%"
"Oct 12, 2017","1,067.79","1,070.90","1,070.90","1,066.94","-","0.11%"
"Oct 11, 2017","1,066.64","1,064.97","1,067.01","1,063.16","-","0.09%"
"Oct 10, 2017","1,065.69","1,060.48","1,065.69","1,058.45","-","0.28%"
"Oct 06, 2017","1,062.75","1,062.41","1,064.25","1,061.27","-","0.44%"
"Oct 05, 2017","1,058.08","1,060.26","1,060.90","1,057.03","-","-0.10%"
"Oct 04, 2017","1,059.11","1,060.80","1,062.15","1,057.24","-","0.04%"
"Oct 03, 2017","1,058.67","1,055.01","1,059.16","1,052.81","-","0.76%"
"Oct 02, 2017","1,050.67","1,052.85","1,052.89","1,048.93","-","-0.09%"
"Sep 29, 2017","1,051.66","1,049.72","1,051.91","1,047.46","-","-0.06%"
"Sep 28, 2017","1,052.32","1,054.63","1,054.63","1,048.29","-","0.58%"
"Sep 27, 2017","1,046.21","1,045.70","1,047.21","1,043.58","-","-0.60%"
"Sep 26, 2017","1,052.56","1,052.46","1,054.06","1,050.87","-","-0.10%"
"Sep 25, 2017","1,053.59","1,055.45","1,056.49","1,052.23","-","0.39%"
"Sep 22, 2017","1,049.51","1,053.53","1,055.68","1,046.85","-","-0.23%"
"Sep 21, 2017","1,051.93","1,059.31","1,060.18","1,051.93","-","0.08%"
"Sep 20, 2017","1,051.05","1,048.80","1,053.52","1,048.35","-","0.12%"
"Sep 19, 2017","1,049.75","1,040.14","1,050.70","1,039.91","-","2.13%"
"Sep 15, 2017","1,027.86","1,021.54","1,029.88","1,021.25","-","0.43%"
"Sep 14, 2017","1,023.50","1,026.61","1,029.97","1,022.96","-","-0.38%"
"Sep 13, 2017","1,027.38","1,027.56","1,028.88","1,026.17","-","0.60%"
"Sep 12, 2017","1,021.25","1,019.25","1,023.22","1,019.02","-","1.07%"
"Sep 11, 2017","1,010.42","1,008.12","1,014.44","1,006.98","-","1.16%"
"Sep 08, 2017","998.86","1,000.83","1,002.42","997.05","-","-0.32%"
"Sep 07, 2017","1,002.04","1,004.15","1,007.54","1,001.18","-","0.17%"
"Sep 06, 2017","1,000.32","995.97","1,001.34","994.77","-","-0.20%"
"Sep 05, 2017","1,002.29","1,008.55","1,009.11","1,000.95","-","-0.57%"
"Sep 04, 2017","1,008.00","1,012.10","1,013.96","1,006.31","-","-0.77%"
"Sep 01, 2017","1,015.81","1,019.97","1,020.06","1,011.86","-","-0.03%"
"Aug 31, 2017","1,016.12","1,013.20","1,018.43","1,013.20","-","0.73%"
"Aug 30, 2017","1,008.75","1,007.25","1,011.40","1,004.80","-","0.67%"
"Aug 29, 2017","1,002.07","997.33","1,002.52","997.23","-","-0.22%"
"Aug 28, 2017","1,004.29","1,004.93","1,006.73","1,001.75","-","0.14%"
"Aug 25, 2017","1,002.91","1,001.14","1,005.60","1,000.77","-","0.32%"
"Aug 24, 2017","999.71","1,003.03","1,005.81","999.71","-","-0.59%"
"Aug 23, 2017","1,005.64","1,012.27","1,012.43","1,004.53","-","0.29%"
"Aug 22, 2017","1,002.73","1,002.88","1,005.52","1,001.32","-","0.00%"
"Aug 21, 2017","1,002.70","1,006.95","1,006.95","1,001.39","-","-0.29%"
"Aug 18, 2017","1,005.63","1,004.86","1,007.80","1,002.56","-","-1.09%"
"Aug 17, 2017","1,016.74","1,017.37","1,018.89","1,015.72","-","-0.18%"
"Aug 16, 2017","1,018.62","1,019.67","1,021.16","1,017.94","-","-0.04%"
"Aug 15, 2017","1,019.01","1,015.65","1,023.86","1,014.77","-","1.12%"
"Aug 14, 2017","1,007.70","1,010.01","1,012.59","1,006.84","-","-1.17%"
"Aug 10, 2017","1,019.68","1,021.96","1,024.74","1,017.34","-","-0.13%"
"Aug 09, 2017","1,021.02","1,028.33","1,029.73","1,016.41","-","-1.02%"
"Aug 08, 2017","1,031.56","1,034.92","1,035.58","1,029.58","-","-0.25%"
"Aug 07, 2017","1,034.11","1,034.66","1,036.27","1,033.27","-","0.55%"
"Aug 04, 2017","1,028.42","1,027.86","1,029.66","1,026.64","-","-0.32%"
"Aug 03, 2017","1,031.75","1,032.93","1,033.56","1,028.14","-","-0.12%"
"Aug 02, 2017","1,033.00","1,033.61","1,036.58","1,030.21","-","0.43%"
"Aug 01, 2017","1,028.57","1,021.32","1,029.01","1,021.12","-","0.68%"
"Jul 31, 2017","1,021.63","1,020.96","1,025.57","1,019.46","-","-0.03%"
"Jul 28, 2017","1,021.90","1,023.66","1,024.43","1,019.78","-","-0.38%"
"Jul 27, 2017","1,025.77","1,020.27","1,030.91","1,020.00","-","0.51%"
"Jul 26, 2017","1,020.61","1,024.60","1,025.16","1,018.63","-","0.44%"
"Jul 25, 2017","1,016.12","1,017.50","1,020.93","1,016.12","-","-0.20%"
"Jul 24, 2017","1,018.19","1,017.66","1,020.29","1,014.42","-","-0.76%"
"Jul 21, 2017","1,025.97","1,025.90","1,027.08","1,024.77","-","-0.20%"
"Jul 20, 2017","1,028.03","1,023.19","1,029.52","1,021.15","-","0.59%"
"Jul 19, 2017","1,021.97","1,019.41","1,023.10","1,018.05","-","-0.02%"
"Jul 18, 2017","1,022.18","1,022.61","1,023.40","1,016.19","-","-0.30%"
"Jul 14, 2017","1,025.24","1,025.45","1,027.46","1,023.45","-","0.34%"
"Jul 13, 2017","1,021.76","1,026.55","1,027.22","1,020.24","-","-0.14%"
"Jul 12, 2017","1,023.20","1,024.87","1,025.28","1,021.34","-","-0.46%"
"Jul 11, 2017","1,027.95","1,021.59","1,028.48","1,021.23","-","0.62%"
"Jul 10, 2017","1,021.66","1,023.22","1,024.20","1,019.07","-","0.42%"
"Jul 07, 2017","1,017.40","1,014.83","1,021.95","1,014.74","-","-0.43%"
"Jul 06, 2017","1,021.84","1,024.68","1,024.92","1,019.49","-","-0.33%"
"Jul 05, 2017","1,025.26","1,019.69","1,025.33","1,015.54","-","0.53%"
"Jul 04, 2017","1,019.90","1,028.03","1,028.67","1,017.01","-","-0.05%"
"Jul 03, 2017","1,020.45","1,019.38","1,022.24","1,017.48","-","0.18%"
"Jun 30, 2017","1,018.65","1,017.62","1,019.65","1,014.73","-","-0.74%"
"Jun 29, 2017","1,026.23","1,029.33","1,030.46","1,025.23","-","0.54%"
"Jun 28, 2017","1,020.69","1,020.08","1,024.89","1,019.67","-","-0.02%"
"Jun 27, 2017","1,020.86","1,020.09","1,022.13","1,018.91","-","0.48%"
"Jun 26, 2017","1,015.94","1,016.47","1,018.68","1,015.22","-","-0.05%"
"Jun 23, 2017","1,016.46","1,015.36","1,017.44","1,012.97","-","0.14%"
"Jun 22, 2017","1,015.00","1,016.99","1,019.06","1,015.00","-","-0.16%"
"Jun 21, 2017","1,016.60","1,019.83","1,019.83","1,014.86","-","-0.37%"
"Jun 20, 2017","1,020.35","1,023.77","1,027.12","1,020.35","-","0.56%"
"Jun 19, 2017","1,014.71","1,009.95","1,016.23","1,008.70","-","0.51%"
"Jun 16, 2017","1,009.55","1,007.93","1,013.88","1,006.81","-","0.65%"
"Jun 15, 2017","1,003.06","1,002.24","1,010.18","999.49","-","-0.31%"
"Jun 14, 2017","1,006.13","1,011.50","1,011.56","1,006.13","-","-0.18%"
"Jun 13, 2017","1,007.96","1,005.85","1,010.41","1,004.69","-","0.09%"
"Jun 12, 2017","1,007.02","1,005.48","1,010.62","1,004.92","-","0.03%"
"Jun 09, 2017","1,006.75","1,004.06","1,010.46","1,001.52","-","0.31%"
"Jun 08, 2017","1,003.62","1,011.64","1,011.80","1,002.87","-","-0.38%"
"Jun 07, 2017","1,007.46","1,006.29","1,009.31","1,004.58","-","-0.08%"
"Jun 06, 2017","1,008.27","1,013.83","1,016.54","1,007.05","-","-0.75%"
"Jun 05, 2017","1,015.87","1,014.85","1,017.86","1,012.60","-","-0.33%"
"Jun 02, 2017","1,019.23","1,006.16","1,020.22","1,006.16","-","1.85%"
"Jun 01, 2017","1,000.74","992.20","1,002.04","991.98","-","0.94%"
"May 31, 2017","991.46","991.18","992.89","989.25","-","-0.28%"
"May 30, 2017","994.23","992.46","994.56","988.57","-","0.14%"
"May 29, 2017","992.84","993.16","996.44","990.79","-","-0.01%"
"May 26, 2017","992.98","996.87","997.96","992.98","-","-0.47%"
"May 25, 2017","997.68","994.54","1,000.49","993.20","-","0.22%"
"May 24, 2017","995.47","997.22","997.48","992.65","-","0.62%"
"May 23, 2017","989.29","990.36","992.46","988.00","-","-0.27%"
"May 22, 2017","991.99","991.45","993.75","988.79","-","0.57%"
"May 19, 2017","986.41","983.76","988.41","979.74","-","0.53%"
"May 18, 2017","981.24","982.85","984.69","977.30","-","-1.53%"
"May 17, 2017","996.51","997.57","998.45","994.55","-","-0.61%"
"May 16, 2017","1,002.60","1,005.27","1,007.54","1,000.30","-","0.26%"
"May 15, 2017","999.96","995.09","999.96","994.52","-","-0.11%"
"May 12, 2017","1,001.03","1,003.27","1,004.79","996.70","-","-0.46%"
"May 11, 2017","1,005.69","1,005.31","1,006.49","1,001.05","-","0.21%"
"May 10, 2017","1,003.58","1,003.22","1,005.45","1,001.67","-","0.24%"
"May 09, 2017","1,001.22","1,005.05","1,005.14","1,000.33","-","-0.38%"
"May 08, 2017","1,005.01","995.36","1,006.15","995.09","-","2.23%"
"May 02, 2017","983.10","977.98","984.69","977.98","-","0.62%"
"May 01, 2017","977.00","971.38","977.25","970.67","-","0.51%"
"Apr 28, 2017","972.09","975.09","977.08","970.42","-","-0.34%"
"Apr 27, 2017","975.38","973.69","976.95","972.22","-","-0.17%"
"Apr 26, 2017","977.07","972.19","977.07","971.04","-","1.18%"
"Apr 25, 2017","965.65","954.20","967.17","954.20","-","1.14%"
"Apr 24, 2017","954.80","958.14","958.83","953.82","-","0.94%"
"Apr 21, 2017","945.88","944.74","948.02","942.49","-","1.15%"
"Apr 20, 2017","935.13","934.30","940.90","933.47","-","0.19%"
"Apr 19, 2017","933.36","929.61","935.92","929.52","-","-0.13%"
"Apr 18, 2017","934.56","939.07","941.10","933.22","-","0.32%"
"Apr 17, 2017","931.56","924.69","931.64","923.53","-","0.31%"
"Apr 14, 2017","928.65","930.09","931.27","925.97","-","-0.42%"
"Apr 13, 2017","932.55","932.55","934.43","927.13","-","-0.96%"
"Apr 12, 2017","941.63","943.49","943.85","937.03","-","-1.06%"
"Apr 11, 2017","951.75","950.13","952.54","947.06","-","-0.26%"
"Apr 10, 2017","954.19","954.45","956.84","952.40","-","0.66%"
"Apr 07, 2017","947.90","949.09","953.98","941.54","-","0.54%"
"Apr 06, 2017","942.78","950.87","953.67","940.21","-","-1.48%"
"Apr 05, 2017","956.97","960.77","962.58","952.55","-","0.03%"
"Apr 04, 2017","956.66","960.68","961.44","950.91","-","-0.74%"
"Apr 03, 2017","963.77","966.12","968.11","960.60","-","0.09%"
"Mar 31, 2017","962.90","978.43","980.26","962.90","-","-0.99%"
"Mar 30, 2017","972.51","976.74","979.51","971.94","-","-0.75%"
"Mar 29, 2017","979.88","980.91","981.61","977.76","-","-0.19%"
"Mar 28, 2017","981.74","977.58","981.82","976.50","-","1.28%"
"Mar 27, 2017","969.38","972.60","973.51","966.31","-","-1.28%"
"Mar 24, 2017","981.93","973.23","984.13","973.22","-","0.85%"
"Mar 23, 2017","973.70","970.64","974.77","968.48","-","0.11%"
"Mar 22, 2017","972.67","979.70","980.12","972.51","-","-2.25%"
"Mar 21, 2017","995.01","993.70","996.67","990.37","-","-0.26%"
"Mar 17, 2017","997.62","997.91","999.03","996.05","-","-0.48%"
"Mar 16, 2017","1,002.45","996.70","1,004.17","996.36","-","-0.04%"
"Mar 15, 2017","1,002.88","999.51","1,003.43","997.87","-","-0.07%"
"Mar 14, 2017","1,003.61","1,005.31","1,005.39","1,002.63","-","-0.24%"
"Mar 13, 2017","1,005.98","1,000.52","1,006.53","999.90","-","0.26%"
"Mar 10, 2017","1,003.40","998.06","1,003.94","996.46","-","1.33%"
"Mar 09, 2017","990.27","992.65","992.65","987.68","-","0.12%"
"Mar 08, 2017","989.04","990.75","991.74","985.65","-","-0.35%"
"Mar 07, 2017","992.55","991.58","993.65","991.13","-","-0.01%"
"Mar 06, 2017","992.66","991.77","994.32","989.50","-","-0.28%"
"Mar 03, 2017","995.41","998.00","1,000.02","991.27","-","-0.39%"
"Mar 02, 2017","999.29","1,005.08","1,007.62","999.29","-","0.72%"
"Mar 01, 2017","992.17","986.47","992.98","980.93","-","1.35%"
"Feb 28, 2017","978.92","985.19","989.11","978.92","-","-0.12%"
"Feb 27, 2017","980.12","982.56","984.19","974.64","-","-1.19%"
"Feb 24, 2017","991.91","989.38","997.37","989.26","-","-0.36%"
"Feb 23, 2017","995.54","995.93","995.93","989.89","-","-0.14%"
"Feb 22, 2017","996.94","998.29","998.58","994.33","-","0.12%"
"Feb 21, 2017","995.74","991.30","996.39","990.73","-","0.51%"
"Feb 20, 2017","990.66","985.54","991.93","983.41","-","0.17%"
"Feb 17, 2017","988.93","989.09","990.60","985.31","-","-0.53%"
"Feb 16, 2017","994.22","997.17","997.33","988.80","-","-0.18%"
"Feb 15, 2017","996.04","995.69","999.19","995.11","-","1.00%"
"Feb 14, 2017","986.21","1,000.62","1,000.62","985.87","-","-1.17%"
"Feb 13, 2017","997.92","1,002.13","1,002.13","996.60","-","0.36%"
"Feb 10, 2017","994.35","987.41","995.39","986.27","-","2.25%"
